,CLIENTNUM,Categoria,Idade,Sexo,Dependentes,Educação,Estado Civil,Faixa Salarial Anual,Categoria Cartão,Meses como Cliente,Produtos Contratados,Inatividade 12m,Contatos 12m,Limite,Limite Consumido,Limite Disponível,Mudanças Transacoes_Q4_Q1,Valor Transacoes 12m,Qtde Transacoes 12m,Mudança Qtde Transações_Q4_Q1,Taxa de Utilização Cartão
4999,714726858,Cancelado,31,F,0,Post-Ensino Superior,Divorciado,Less than $40K,Blue,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,789.0,0.0
5002,717172308,Cancelado,45,F,3,Ensino Médio,Casado,$40K - $60K,Blue,37,4,2,4,3304.0,0,3304.0,532.0,1731,32,0.28,0.0
5003,771795933,Cancelado,49,M,4,Não informado,Solteiro,$120K +,Blue,38,3,3,4,34516.0,2517,31999.0,0.7,2376,55,486.0,73.0
5009,804829533,Cancelado,59,M,0,Ensino Médio,Solteiro,$60K - $80K,Blue,54,3,6,6,24621.0,471,24150.0,0.85,2864,51,759.0,19.0
5016,795599883,Cancelado,57,F,2,Sem ensino formal,Casado,Não informado,Blue,51,3,6,2,2404.0,284,2120.0,866.0,2511,51,0.5,118.0
5018,711819708,Cancelado,33,F,3,Post-Ensino Superior,Não informado,Não informado,Blue,25,3,2,4,4734.0,2517,2217.0,483.0,2275,55,897.0,532.0
5019,713041683,Cancelado,55,M,2,Ensino Superior,Casado,$120K +,Blue,36,3,2,4,4697.0,0,4697.0,544.0,1867,34,478.0,0.0
5025,709663608,Cancelado,43,F,1,Ensino Superior,Casado,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,571.0,1973,36,333.0,0.0
5034,812411058,Cancelado,49,F,0,Sem ensino formal,Solteiro,Less than $40K,Blue,44,3,3,2,2094.0,0,2094.0,897.0,2690,46,484.0,0.0
5036,778397358,Cancelado,42,M,5,Não informado,Casado,$60K - $80K,Blue,22,6,2,4,5096.0,0,5096.0,808.0,2574,43,483.0,0.0
5042,715609533,Cancelado,47,F,3,Não informado,Solteiro,Less than $40K,Blue,35,1,3,3,5398.0,0,5398.0,621.0,1887,36,333.0,0.0
5043,712160058,Cancelado,59,F,2,Sem ensino formal,Casado,Less than $40K,Blue,51,5,5,4,1438.3,0,1438.3,656.0,2146,44,0.63,0.0
5044,779130108,Cancelado,33,F,0,Sem ensino formal,Solteiro,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,835.0,2527,49,0.69,0.0
5055,716922633,Cancelado,38,M,2,Sem ensino formal,Solteiro,$120K +,Blue,30,6,3,4,4043.0,2517,1526.0,602.0,2600,47,621.0,623.0
5057,710211783,Cancelado,38,F,4,Não informado,Casado,Less than $40K,Blue,26,3,2,2,1438.3,0,1438.3,777.0,2264,39,625.0,0.0
5064,780496833,Cancelado,56,F,1,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,43,3,2,2,2846.0,0,2846.0,747.0,2122,44,419.0,0.0
5066,789081408,Cancelado,44,F,4,Sem ensino formal,Solteiro,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,889.0,2527,45,406.0,118.0
5067,720634683,Cancelado,48,F,2,Ensino Superior Incompleto,Casado,Não informado,Blue,37,5,2,4,2220.0,0,2220.0,737.0,2456,45,452.0,0.0
5078,710289783,Cancelado,43,F,2,Sem ensino formal,Divorciado,Less than $40K,Blue,25,5,2,4,2086.0,2007,79.0,1051.0,2537,48,0.6,962.0
5084,823615983,Cancelado,54,M,2,Sem ensino formal,Solteiro,$40K - $60K,Blue,50,2,1,3,3682.0,2517,1165.0,379.0,1642,35,0.25,684.0
5085,807587433,Cancelado,56,F,2,Doutorado,Casado,Less than $40K,Blue,51,4,6,5,1438.3,0,1438.3,699.0,2229,40,0.6,0.0
5086,709987683,Cancelado,46,F,4,Ensino Superior,Casado,Não informado,Blue,36,4,3,4,2286.0,0,2286.0,1057.0,2798,40,481.0,0.0
5091,713370033,Cancelado,53,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,40,4,1,4,1438.3,0,1438.3,503.0,2014,53,472.0,0.0
5102,713949858,Cancelado,39,F,2,Doutorado,Casado,Less than $40K,Blue,36,4,3,4,1438.3,886,552.3,0.24,1674,42,312.0,616.0
5105,719751483,Cancelado,39,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,36,4,3,1,1438.3,576,862.3,849.0,2567,48,0.6,0.4
5107,779681433,Cancelado,48,F,3,Ensino Superior,Casado,$40K - $60K,Blue,31,6,3,4,14899.0,0,14899.0,381.0,1519,26,368.0,0.0
5115,780038058,Cancelado,38,F,0,Ensino Médio,Solteiro,Less than $40K,Blue,22,3,2,5,1556.0,0,1556.0,0.69,2283,46,586.0,0.0
5116,709536483,Cancelado,57,M,3,Ensino Superior,Casado,$60K - $80K,Blue,49,5,0,3,8701.0,215,8486.0,527.0,1999,41,414.0,25.0
5117,712563408,Cancelado,33,M,2,Sem ensino formal,Solteiro,$40K - $60K,Blue,18,1,1,6,5600.0,2517,3083.0,628.0,2296,46,586.0,449.0
5135,778601733,Cancelado,55,F,3,Ensino Médio,Solteiro,$40K - $60K,Blue,47,5,4,3,2687.0,1689,998.0,714.0,2370,34,789.0,629.0
5137,713696808,Cancelado,46,F,3,Ensino Médio,Casado,Less than $40K,Blue,39,3,3,0,1801.0,316,1485.0,494.0,2252,42,0.4,175.0
5138,720044658,Cancelado,53,M,1,Post-Ensino Superior,Solteiro,$60K - $80K,Blue,46,6,2,4,4573.0,2076,2497.0,839.0,2720,46,484.0,454.0
5139,716373483,Cancelado,48,F,5,Ensino Superior,Casado,Less than $40K,Blue,40,4,3,2,2860.0,2517,343.0,0.38,1544,45,364.0,0.88
5142,716600733,Cancelado,47,F,4,Não informado,Casado,Less than $40K,Blue,36,3,3,3,2033.0,228,1805.0,904.0,2572,43,0.72,112.0
5148,710411358,Cancelado,39,F,4,Ensino Superior Incompleto,Casado,$40K - $60K,Blue,28,4,2,4,7596.0,2199,5397.0,633.0,2164,45,0.5,289.0
5149,715660308,Cancelado,54,F,3,Ensino Superior Incompleto,Casado,Less than $40K,Blue,44,5,3,2,2921.0,2412,509.0,823.0,2612,33,375.0,826.0
5155,778959258,Cancelado,51,F,1,Não informado,Casado,Less than $40K,Blue,32,5,3,3,1438.3,0,1438.3,905.0,2585,45,0.5,0.0
5160,714620358,Cancelado,37,F,2,Ensino Superior,Divorciado,Less than $40K,Blue,30,3,3,4,3328.0,2517,811.0,553.0,2196,47,621.0,756.0
5161,709145958,Cancelado,43,F,3,Não informado,Casado,Less than $40K,Blue,36,2,2,2,2440.0,1002,1438.0,61.0,1533,42,105.0,411.0
5165,716668308,Cancelado,39,F,4,Ensino Médio,Solteiro,Não informado,Blue,36,3,2,4,12405.0,0,12405.0,949.0,3151,39,444.0,0.0
5168,789212883,Cancelado,30,F,1,Sem ensino formal,Divorciado,Less than $40K,Blue,19,6,1,2,1644.0,0,1644.0,0.82,2533,44,517.0,0.0
5175,712450008,Cancelado,50,F,2,Post-Ensino Superior,Casado,Não informado,Blue,36,5,2,4,4045.0,0,4045.0,0.66,2438,41,464.0,0.0
5177,713492583,Cancelado,34,F,2,Ensino Superior,Casado,Less than $40K,Blue,29,5,2,2,5845.0,0,5845.0,504.0,2308,35,591.0,0.0
5182,714058308,Cancelado,43,F,5,Sem ensino formal,Solteiro,Less than $40K,Blue,36,5,3,4,2689.0,2384,305.0,365.0,1941,53,656.0,887.0
5185,713114133,Cancelado,42,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,23,4,2,3,1443.0,0,1443.0,529.0,2092,38,0.31,0.0
5189,709495833,Cancelado,44,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,36,5,2,4,1438.3,0,1438.3,421.0,1944,36,0.5,0.0
5190,717575958,Cancelado,50,F,1,Post-Ensino Superior,Casado,$40K - $60K,Blue,41,6,3,3,1694.0,479,1215.0,838.0,2349,42,312.0,283.0
5191,714406158,Cancelado,53,F,3,Ensino Médio,Divorciado,Não informado,Blue,36,4,3,6,7939.0,0,7939.0,551.0,2269,42,312.0,0.0
5212,708681708,Cancelado,51,F,2,Não informado,Solteiro,Less than $40K,Blue,43,5,3,2,3245.0,0,3245.0,553.0,1977,29,261.0,0.0
5215,711468708,Cancelado,38,F,4,Ensino Médio,Solteiro,$40K - $60K,Blue,31,4,3,2,1438.3,0,1438.3,406.0,1986,52,486.0,0.0
5216,821724483,Cancelado,48,M,4,Não informado,Solteiro,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,347.0,1455,34,214.0,155.0
5225,779841483,Cancelado,55,F,1,Doutorado,Casado,Não informado,Blue,39,1,3,3,12972.0,1424,11548.0,525.0,2238,36,0.2,0.11
5231,710138883,Cancelado,47,F,3,Ensino Superior,Não informado,Less than $40K,Blue,36,5,2,2,8109.0,0,8109.0,601.0,1835,43,344.0,0.0
5236,709112508,Cancelado,42,F,3,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,36,3,3,4,3802.0,1300,2502.0,627.0,2165,36,385.0,342.0
5239,718160358,Cancelado,51,F,1,Ensino Superior,Casado,Less than $40K,Blue,39,5,3,2,1438.3,0,1438.3,885.0,2492,35,296.0,0.0
5240,719325783,Cancelado,65,M,2,Não informado,Solteiro,Less than $40K,Blue,36,4,2,3,2954.0,2517,437.0,619.0,1909,28,474.0,852.0
5247,713980383,Cancelado,49,F,3,Ensino Superior,Solteiro,Não informado,Blue,38,1,2,4,11025.0,0,11025.0,501.0,1902,28,273.0,0.0
5251,826077033,Cancelado,46,F,2,Não informado,Casado,Less than $40K,Blue,42,1,0,4,2002.0,0,2002.0,803.0,2423,39,857.0,0.0
5253,715194183,Cancelado,53,F,2,Não informado,Solteiro,Less than $40K,Blue,36,3,3,4,2575.0,411,2164.0,833.0,2423,43,593.0,0.16
5263,713826183,Cancelado,41,M,3,Ensino Médio,Não informado,$40K - $60K,Blue,33,4,3,4,1639.0,0,1639.0,481.0,2242,44,571.0,0.0
5265,780292683,Cancelado,55,M,1,Sem ensino formal,Solteiro,$120K +,Blue,41,3,4,4,24542.0,2354,22188.0,314.0,984,24,263.0,96.0
5267,711116133,Cancelado,50,F,1,Sem ensino formal,Solteiro,Less than $40K,Blue,37,3,2,4,1838.0,0,1838.0,743.0,2461,47,1136.0,0.0
5268,708584208,Cancelado,36,F,2,Ensino Superior,Não informado,Less than $40K,Blue,36,5,2,4,3111.0,2517,594.0,646.0,2367,41,519.0,809.0
5272,713096583,Cancelado,40,F,1,Ensino Médio,Solteiro,Less than $40K,Blue,36,4,3,2,1438.3,544,894.3,543.0,2294,40,739.0,378.0
5274,756025233,Cancelado,43,F,4,Sem ensino formal,Solteiro,Less than $40K,Blue,36,5,3,2,2422.0,1014,1408.0,688.0,2437,44,467.0,419.0
5275,711977508,Cancelado,56,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,43,1,2,4,1440.0,1211,229.0,465.0,2141,40,481.0,841.0
5277,710666583,Cancelado,29,F,1,Sem ensino formal,Solteiro,Less than $40K,Blue,36,3,2,4,2516.0,2312,204.0,625.0,2321,36,0.5,919.0
5278,712369308,Cancelado,48,F,4,Doutorado,Divorciado,$40K - $60K,Blue,35,4,3,2,3646.0,1047,2599.0,633.0,1969,38,0.52,287.0
5283,712721358,Cancelado,48,F,3,Sem ensino formal,Divorciado,Less than $40K,Blue,36,5,3,2,4073.0,2517,1556.0,575.0,2059,43,433.0,618.0
5287,717336408,Cancelado,51,F,1,Doutorado,Solteiro,Less than $40K,Blue,45,5,3,1,1952.0,1411,541.0,642.0,2452,44,0.63,723.0
5300,708731658,Cancelado,53,F,0,Ensino Médio,Casado,Less than $40K,Blue,41,3,3,4,1438.3,0,1438.3,387.0,1587,42,448.0,0.0
5301,708706833,Cancelado,39,F,3,Sem ensino formal,Divorciado,Não informado,Blue,36,4,3,3,2809.0,0,2809.0,854.0,2466,40,538.0,0.0
5312,715954158,Cancelado,48,M,3,Post-Ensino Superior,Casado,$40K - $60K,Blue,36,3,2,4,2954.0,931,2023.0,575.0,2433,29,381.0,315.0
5313,715499058,Cancelado,36,F,2,Ensino Médio,Casado,$40K - $60K,Blue,36,4,3,2,1848.0,0,1848.0,906.0,2775,33,435.0,0.0
5323,709199358,Cancelado,60,M,1,Sem ensino formal,Casado,Less than $40K,Blue,36,1,3,4,3316.0,0,3316.0,372.0,1684,19,188.0,0.0
5324,821889858,Cancelado,50,F,1,Doutorado,Solteiro,Não informado,Blue,46,6,4,3,1970.0,1477,493.0,662.0,2493,44,571.0,0.75
5334,720296808,Cancelado,52,F,3,Ensino Superior,Casado,Não informado,Blue,39,3,3,2,4173.0,1771,2402.0,711.0,2554,47,516.0,424.0
5341,709283358,Cancelado,43,F,4,Não informado,Casado,Less than $40K,Blue,29,6,2,3,2895.0,0,2895.0,663.0,2473,42,273.0,0.0
5343,789481233,Cancelado,39,M,2,Ensino Médio,Casado,$40K - $60K,Blue,30,5,3,3,2220.0,0,2220.0,872.0,2859,55,833.0,0.0
5350,710661333,Cancelado,55,F,2,Não informado,Solteiro,Não informado,Blue,36,4,3,2,10241.0,1545,8696.0,581.0,2513,47,424.0,151.0
5352,710570058,Cancelado,44,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,25,3,2,4,3101.0,0,3101.0,0.66,2512,37,0.37,0.0
5359,771284658,Cancelado,47,F,1,Não informado,Casado,Less than $40K,Blue,35,6,2,4,1850.0,896,954.0,724.0,2613,41,708.0,484.0
5363,802247658,Cancelado,59,M,2,Sem ensino formal,Solteiro,$40K - $60K,Blue,53,4,5,4,2699.0,2422,277.0,773.0,2599,43,433.0,897.0
5371,713590158,Cancelado,41,M,4,Ensino Superior,Solteiro,$60K - $80K,Blue,34,5,2,4,5045.0,2080,2965.0,738.0,2042,40,481.0,412.0
5372,715547058,Cancelado,35,F,0,Ensino Superior,Casado,Less than $40K,Blue,36,4,3,4,2089.0,0,2089.0,871.0,2707,51,0.5,0.0
5380,720531633,Cancelado,55,F,1,Ensino Superior,Não informado,Less than $40K,Blue,36,4,2,2,3552.0,2517,1035.0,865.0,2665,36,333.0,709.0
5381,718508883,Cancelado,43,F,3,Não informado,Solteiro,Less than $40K,Blue,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,621.0,102.0
5384,716107158,Cancelado,32,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,20,5,1,5,3983.0,431,3552.0,887.0,3098,46,438.0,108.0
5388,720234708,Cancelado,45,M,2,Ensino Médio,Solteiro,$120K +,Blue,33,6,3,2,15490.0,0,15490.0,742.0,2429,50,471.0,0.0
5391,716136333,Cancelado,40,F,4,Sem ensino formal,Solteiro,Less than $40K,Blue,24,5,2,1,4212.0,2517,1695.0,718.0,2725,41,519.0,598.0
5397,718296558,Cancelado,44,F,4,Não informado,Casado,$40K - $60K,Blue,31,4,3,5,1691.0,1327,364.0,774.0,2345,33,435.0,785.0
5398,780086658,Cancelado,43,M,4,Doutorado,Não informado,$60K - $80K,Blue,28,3,2,4,18229.0,0,18229.0,544.0,2060,39,625.0,0.0
5413,715487733,Cancelado,44,F,4,Ensino Superior,Casado,$40K - $60K,Blue,36,6,3,3,1452.0,0,1452.0,553.0,2287,42,0.5,0.0
5415,708154833,Cancelado,39,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,27,1,3,3,1438.3,811,627.3,571.0,2336,46,278.0,564.0
5418,788941983,Cancelado,36,F,3,Ensino Superior,Solteiro,$40K - $60K,Blue,22,1,3,1,2013.0,0,2013.0,602.0,2425,50,923.0,0.0
5421,714614133,Cancelado,53,F,3,Não informado,Casado,Less than $40K,Blue,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,444.0,0.0
5437,775152708,Cancelado,49,M,3,Post-Ensino Superior,Não informado,$80K - $120K,Blue,39,2,3,4,20769.0,901,19868.0,371.0,1835,43,0.72,43.0
5443,714487458,Cancelado,49,F,5,Ensino Superior,Divorciado,$40K - $60K,Blue,40,6,4,2,2920.0,0,2920.0,516.0,2306,39,625.0,0.0
5444,711390333,Cancelado,59,M,0,Post-Ensino Superior,Casado,$80K - $120K,Blue,46,5,4,2,6526.0,489,6037.0,678.0,2331,45,452.0,75.0
5445,787974108,Cancelado,37,F,1,Ensino Médio,Solteiro,$40K - $60K,Blue,27,4,2,2,1793.0,792,1001.0,723.0,2374,40,429.0,442.0
5450,710729358,Cancelado,40,F,2,Ensino Médio,Solteiro,Não informado,Blue,30,6,3,4,6479.0,0,6479.0,946.0,2539,42,0.5,0.0
5458,717477783,Cancelado,49,F,4,Não informado,Solteiro,Less than $40K,Silver,37,1,2,2,10195.0,2389,7806.0,427.0,1563,36,0.44,234.0
5460,789942033,Cancelado,43,M,4,Ensino Superior,Solteiro,$60K - $80K,Blue,34,5,3,3,10573.0,0,10573.0,794.0,2237,43,387.0,0.0
5481,717949008,Cancelado,40,F,4,Ensino Médio,Solteiro,$40K - $60K,Blue,29,5,2,3,1554.0,412,1142.0,568.0,2341,43,483.0,265.0
5491,712734933,Cancelado,43,F,2,Ensino Superior Incompleto,Casado,Less than $40K,Blue,36,5,2,3,4020.0,0,4020.0,563.0,1952,39,345.0,0.0
5498,713163258,Cancelado,38,F,2,Não informado,Casado,Não informado,Blue,33,4,3,3,3388.0,0,3388.0,368.0,1959,52,857.0,0.0
5503,713334483,Cancelado,46,M,1,Post-Ensino Superior,Solteiro,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,702.0,2263,35,522.0,0.0
5507,713025558,Cancelado,53,F,5,Doutorado,Solteiro,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3,367.0,1935,47,469.0,0.0
5513,809565183,Cancelado,52,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,729.0,2650,43,483.0,339.0
5520,713685033,Cancelado,44,F,2,Ensino Superior,Casado,Less than $40K,Blue,33,3,2,2,2417.0,0,2417.0,389.0,1848,38,407.0,0.0
5523,720941433,Cancelado,53,F,3,Ensino Médio,Casado,Less than $40K,Blue,41,3,3,2,1547.0,0,1547.0,845.0,2312,43,303.0,0.0
5527,787493808,Cancelado,48,F,4,Ensino Superior,Não informado,Less than $40K,Blue,36,5,2,2,2700.0,2480,220.0,686.0,2396,49,531.0,919.0
5530,711151383,Cancelado,34,F,1,Post-Ensino Superior,Solteiro,Less than $40K,Blue,26,3,2,5,2066.0,347,1719.0,511.0,2157,37,321.0,168.0
5537,715297908,Cancelado,41,F,4,Ensino Superior Incompleto,Não informado,Não informado,Blue,22,4,2,3,1438.3,1125,313.3,611.0,2534,52,486.0,782.0
5540,718812708,Cancelado,57,M,2,Ensino Superior,Solteiro,$120K +,Blue,44,5,3,4,34516.0,219,34297.0,482.0,1882,48,714.0,6.0
5541,709505808,Cancelado,45,F,3,Ensino Superior Incompleto,Solteiro,Não informado,Blue,33,5,3,4,4345.0,2198,2147.0,465.0,1918,31,292.0,506.0
5542,711267633,Cancelado,50,F,3,Ensino Superior,Divorciado,Less than $40K,Blue,40,5,4,4,4248.0,316,3932.0,661.0,2271,36,333.0,74.0
5547,720963258,Cancelado,52,F,3,Ensino Superior Incompleto,Casado,Less than $40K,Blue,40,3,2,3,3474.0,0,3474.0,735.0,2675,37,0.48,0.0
5549,714634983,Cancelado,44,F,1,Não informado,Solteiro,Não informado,Blue,36,3,3,3,3517.0,0,3517.0,634.0,2403,48,548.0,0.0
5553,709005633,Cancelado,62,M,0,Ensino Médio,Solteiro,$60K - $80K,Blue,51,3,2,4,18734.0,0,18734.0,674.0,2112,52,857.0,0.0
5559,709460883,Cancelado,38,F,2,Doutorado,Casado,Less than $40K,Blue,28,5,2,4,1614.0,0,1614.0,609.0,2437,46,438.0,0.0
5562,787665258,Cancelado,47,F,3,Não informado,Casado,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3,749.0,2393,36,636.0,0.0
5566,816850458,Cancelado,33,M,2,Não informado,Casado,$60K - $80K,Blue,28,6,2,4,1698.0,0,1698.0,823.0,2448,40,379.0,0.0
5571,793712658,Cancelado,52,M,3,Ensino Superior,Casado,$80K - $120K,Blue,46,4,2,3,15011.0,2517,12494.0,713.0,1821,36,385.0,168.0
5588,720085233,Cancelado,51,F,2,Doutorado,Divorciado,Não informado,Blue,40,6,3,4,8930.0,2517,6413.0,661.0,2167,38,357.0,282.0
5592,827898033,Cancelado,54,F,1,Sem ensino formal,Casado,Não informado,Blue,50,4,0,3,2912.0,0,2912.0,621.0,2465,54,1077.0,0.0
5599,713952558,Cancelado,53,F,3,Doutorado,Solteiro,Não informado,Blue,43,3,3,2,1790.0,1474,316.0,595.0,2128,40,429.0,823.0
5602,771733608,Cancelado,47,F,1,Ensino Superior,Casado,$40K - $60K,Blue,35,3,3,5,1438.3,0,1438.3,809.0,2276,40,538.0,0.0
5605,712849158,Cancelado,55,M,0,Ensino Médio,Divorciado,$80K - $120K,Blue,44,4,3,3,19793.0,2488,17305.0,594.0,2186,44,467.0,126.0
5614,711535158,Cancelado,46,F,1,Ensino Superior Incompleto,Não informado,Não informado,Blue,35,5,3,3,2197.0,461,1736.0,636.0,1955,42,448.0,0.21
5616,718311933,Cancelado,53,F,4,Doutorado,Casado,Less than $40K,Blue,37,6,2,2,3719.0,2517,1202.0,666.0,2587,43,536.0,677.0
5617,718404783,Cancelado,59,F,0,Não informado,Casado,Não informado,Blue,49,5,2,4,6996.0,0,6996.0,871.0,2384,33,375.0,0.0
5618,817332483,Cancelado,63,M,0,Doutorado,Solteiro,Não informado,Blue,47,6,4,3,7306.0,0,7306.0,875.0,2445,43,593.0,0.0
5619,710015733,Cancelado,41,F,1,Doutorado,Divorciado,Less than $40K,Blue,30,3,3,1,2029.0,621,1408.0,1001.0,3142,37,0.85,306.0
5620,794965233,Cancelado,51,F,1,Ensino Superior,Casado,Less than $40K,Silver,45,6,3,3,13199.0,781,12418.0,411.0,1927,44,0.63,59.0
5625,720930633,Cancelado,58,F,0,Ensino Médio,Solteiro,Less than $40K,Blue,46,5,4,2,1977.0,0,1977.0,868.0,2341,37,0.37,0.0
5626,710136258,Cancelado,33,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,24,6,2,3,1806.0,0,1806.0,983.0,2833,43,654.0,0.0
5632,822132858,Cancelado,41,M,4,Sem ensino formal,Casado,$80K - $120K,Blue,37,1,2,2,23250.0,0,23250.0,564.0,2205,43,654.0,0.0
5633,713526258,Cancelado,47,M,3,Sem ensino formal,Solteiro,$120K +,Blue,36,3,3,4,34516.0,0,34516.0,517.0,2020,33,375.0,0.0
5637,780584658,Cancelado,33,F,2,Sem ensino formal,Não informado,$40K - $60K,Blue,22,4,2,2,1843.0,1293,550.0,349.0,2077,61,694.0,702.0
5641,709612983,Cancelado,41,F,2,Ensino Superior,Casado,$40K - $60K,Blue,36,5,2,4,2990.0,1828,1162.0,488.0,2265,41,414.0,611.0
5648,709688883,Cancelado,45,M,3,Ensino Médio,Não informado,$80K - $120K,Blue,36,4,3,2,3845.0,0,3845.0,595.0,2174,39,393.0,0.0
5650,708692583,Cancelado,44,F,2,Ensino Médio,Solteiro,Less than $40K,Blue,31,3,3,3,1506.0,168,1338.0,671.0,2312,44,467.0,112.0
5652,713815383,Cancelado,53,M,1,Ensino Médio,Solteiro,$80K - $120K,Blue,36,3,2,2,11778.0,0,11778.0,603.0,2147,44,375.0,0.0
5656,717450633,Cancelado,47,M,3,Sem ensino formal,Solteiro,$60K - $80K,Blue,36,3,2,4,1659.0,1544,115.0,408.0,1920,39,345.0,931.0
5659,717646983,Cancelado,59,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,49,4,3,4,3214.0,424,2790.0,877.0,2720,53,0.71,132.0
5660,778837083,Cancelado,50,M,2,Ensino Superior,Casado,$80K - $120K,Blue,31,3,3,3,12906.0,321,12585.0,0.76,2078,62,0.55,25.0
5661,768632958,Cancelado,59,F,1,Ensino Superior,Solteiro,Não informado,Blue,49,3,4,6,8708.0,1091,7617.0,904.0,2508,49,885.0,125.0
5662,715622508,Cancelado,52,M,2,Não informado,Casado,$80K - $120K,Blue,41,6,4,3,7904.0,0,7904.0,712.0,2094,32,231.0,0.0
5664,708946008,Cancelado,46,F,3,Ensino Superior Incompleto,Casado,Less than $40K,Blue,36,5,2,2,1438.3,1214,224.3,783.0,2445,39,444.0,844.0
5668,814840833,Cancelado,44,M,4,Doutorado,Casado,$120K +,Blue,39,4,3,2,7924.0,2517,5407.0,663.0,2393,37,682.0,318.0
5671,712110333,Cancelado,37,F,3,Ensino Médio,Solteiro,Não informado,Blue,18,4,1,3,2179.0,0,2179.0,725.0,2568,48,297.0,0.0
5672,718673358,Cancelado,35,M,3,Doutorado,Casado,$80K - $120K,Blue,30,5,3,4,13590.0,1528,12062.0,728.0,2137,52,486.0,112.0
5673,712479633,Cancelado,31,F,1,Não informado,Solteiro,Less than $40K,Blue,20,3,1,2,1695.0,0,1695.0,561.0,2428,43,593.0,0.0
5677,716643033,Cancelado,41,F,2,Ensino Superior,Casado,Less than $40K,Blue,31,3,3,3,2580.0,2137,443.0,1056.0,2981,40,481.0,828.0
5681,713573508,Cancelado,41,M,4,Ensino Superior,Não informado,$40K - $60K,Silver,32,4,2,4,16509.0,425,16084.0,356.0,1740,43,387.0,26.0
5682,709430508,Cancelado,40,M,4,Ensino Médio,Não informado,$40K - $60K,Blue,32,1,2,3,7316.0,1335,5981.0,563.0,1849,50,471.0,182.0
5686,713314533,Cancelado,40,M,2,Não informado,Solteiro,$60K - $80K,Blue,27,6,2,3,12283.0,0,12283.0,413.0,1993,41,323.0,0.0
5692,713679633,Cancelado,41,F,3,Ensino Superior,Casado,Less than $40K,Blue,33,6,3,5,1438.3,0,1438.3,305.0,1813,51,759.0,0.0
5694,814191333,Cancelado,55,M,2,Não informado,Divorciado,$120K +,Blue,50,5,4,3,24250.0,278,23972.0,647.0,2153,41,577.0,11.0
5711,755996583,Cancelado,57,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,50,5,0,3,2475.0,0,2475.0,823.0,2574,43,654.0,0.0
5714,717074283,Cancelado,45,F,3,Ensino Superior,Divorciado,Não informado,Blue,37,5,2,6,17678.0,0,17678.0,788.0,2566,49,815.0,0.0
5721,715960308,Cancelado,53,F,1,Ensino Superior,Divorciado,Less than $40K,Blue,44,3,3,3,4090.0,2517,1573.0,562.0,2016,49,0.69,615.0
5724,789923058,Cancelado,53,F,1,Ensino Médio,Casado,$40K - $60K,Blue,44,3,3,3,1816.0,0,1816.0,884.0,2474,44,692.0,0.0
5727,779269158,Cancelado,43,F,2,Ensino Superior,Casado,Não informado,Blue,25,4,2,4,21961.0,0,21961.0,653.0,2237,39,393.0,0.0
5731,778289883,Cancelado,42,F,2,Ensino Superior,Não informado,Less than $40K,Blue,32,3,3,3,1507.0,0,1507.0,806.0,2528,41,0.64,0.0
5734,769053033,Cancelado,44,F,1,Ensino Superior,Solteiro,$40K - $60K,Blue,38,3,2,5,4142.0,2517,1625.0,809.0,2104,44,833.0,608.0
5738,768162108,Cancelado,49,M,3,Ensino Superior Incompleto,Casado,$120K +,Blue,43,5,3,3,4781.0,0,4781.0,788.0,2451,50,667.0,0.0
5753,714581358,Cancelado,48,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,43,3,3,4,1502.0,0,1502.0,529.0,2204,36,0.44,0.0
5757,772394883,Cancelado,60,F,1,Sem ensino formal,Solteiro,Não informado,Blue,50,3,6,3,7359.0,0,7359.0,768.0,2869,43,433.0,0.0
5763,771899433,Cancelado,48,M,3,Ensino Superior,Casado,$80K - $120K,Blue,37,5,2,4,7970.0,2434,5536.0,406.0,1263,27,0.35,305.0
5765,709711758,Cancelado,45,F,3,Sem ensino formal,Divorciado,Less than $40K,Blue,32,3,2,2,1942.0,0,1942.0,366.0,1853,31,107.0,0.0
